Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,HasPool,PoolArea,PoolQuality,PoolType
1393,2513,5,2,2,2007,Rural,Excellent,Yes,172540,No,0,None,None
1394,4933,1,2,1,1942,Downtown,Poor,Yes,741349,No,0,None,None
1395,1889,4,3,1,2015,Suburban,Excellent,Yes,866615,Yes,31,High,Indoor
1396,4066,5,1,3,1934,Urban,Poor,Yes,332902,No,0,None,None
1397,665,1,2,2,1997,Urban,Poor,No,706442,Yes,37,Medium,Outdoor
1398,2067,2,4,3,2001,Rural,Poor,Yes,812301,Yes,18,Medium,Indoor
1399,1228,5,1,1,2019,Downtown,Poor,No,670656,No,0,None,None
1400,2543,5,2,3,1953,Urban,Good,Yes,620179,Yes,35,Medium,Indoor
1401,4697,4,1,2,2020,Urban,Excellent,No,96901,Yes,18,High,Indoor
1402,3996,3,4,3,1961,Downtown,Fair,Yes,526728,Yes,24,High,Indoor
1403,1278,3,2,2,1968,Urban,Poor,No,416056,Yes,19,Low,Indoor
1404,713,4,3,2,1981,Downtown,Poor,No,645350,No,0,None,None
1405,4262,4,3,1,1915,Downtown,Fair,No,539838,No,0,None,None
1406,2076,4,1,1,1907,Downtown,Fair,No,726923,No,0,None,None
1407,2948,3,4,1,1988,Rural,Poor,No,908440,No,0,None,None
1408,3436,4,2,2,1995,Downtown,Fair,No,445991,Yes,33,Low,Outdoor
1409,3617,1,4,3,1989,Downtown,Fair,No,983332,Yes,17,High,Indoor
1410,1091,5,2,2,2015,Suburban,Good,No,553528,No,0,None,None
1411,3220,5,1,1,1985,Suburban,Fair,No,569149,No,0,None,None
1412,1213,2,2,1,1930,Rural,Excellent,No,854406,No,0,None,None
1413,1435,2,4,3,2006,Downtown,Excellent,Yes,727748,Yes,33,Medium,Indoor
1414,4837,5,4,1,1909,Suburban,Excellent,No,654879,No,0,None,None
1415,501,1,1,1,1955,Suburban,Poor,No,302990,No,0,None,None
1416,3348,3,4,1,2020,Urban,Excellent,Yes,330759,No,0,None,None
1417,4544,3,2,3,1975,Downtown,Good,No,72838,Yes,25,Medium,Outdoor
1418,2449,1,1,2,2016,Suburban,Excellent,No,352872,Yes,35,Medium,Outdoor
1419,1417,3,2,1,1991,Rural,Poor,Yes,690537,Yes,36,Low,Indoor
1420,3674,4,4,3,1969,Urban,Good,Yes,652288,Yes,46,Medium,Outdoor
1421,2741,5,1,1,2022,Urban,Excellent,No,364942,Yes,13,Low,Outdoor
1422,589,5,2,3,1919,Downtown,Good,Yes,515992,Yes,33,Low,Indoor
1423,2209,1,4,1,1904,Downtown,Good,No,987126,Yes,28,Medium,Indoor
1424,2669,3,4,3,1922,Urban,Poor,No,194608,Yes,45,Medium,Outdoor
1425,4738,2,3,1,1908,Rural,Poor,No,186772,No,0,None,None
1426,3541,2,4,2,1957,Downtown,Good,Yes,744199,No,0,None,None
1427,605,3,2,1,1958,Downtown,Excellent,No,846680,Yes,48,High,Indoor
1428,1386,2,1,3,1992,Urban,Poor,No,95291,Yes,19,High,Indoor
1429,927,1,3,1,1979,Urban,Good,Yes,919061,No,0,None,None
1430,2395,1,4,2,1953,Downtown,Fair,No,265963,Yes,34,Medium,Outdoor
1431,816,3,4,1,1945,Suburban,Fair,No,175612,Yes,27,Low,Indoor
1432,1134,2,4,3,1921,Downtown,Poor,No,591465,Yes,28,Low,Indoor
1433,2425,1,2,3,1963,Suburban,Excellent,No,462699,No,0,None,None
1434,2556,1,3,2,1907,Urban,Fair,No,93815,No,0,None,None
1435,3644,4,2,3,2022,Suburban,Fair,No,874965,No,0,None,None
1436,2770,4,3,1,1919,Rural,Fair,Yes,836458,No,0,None,None
1437,1939,1,1,1,1950,Urban,Excellent,No,154997,No,0,None,None
1438,1052,3,2,1,1977,Downtown,Excellent,No,110611,Yes,45,Low,Indoor
1439,1215,5,2,3,1938,Downtown,Poor,Yes,661530,No,0,None,None
1440,4411,5,1,1,1936,Urban,Poor,No,467876,Yes,19,Low,Indoor
1441,2213,1,3,1,1949,Urban,Fair,No,760463,Yes,42,Low,Indoor
1442,3889,1,4,1,1933,Rural,Excellent,Yes,417057,No,0,None,None
1443,1607,1,1,2,1974,Urban,Good,Yes,92082,No,0,None,None
1444,4706,3,4,3,2017,Downtown,Fair,Yes,197330,Yes,14,High,Outdoor
1445,750,4,4,3,2003,Rural,Poor,Yes,677901,Yes,44,Medium,Outdoor
1446,2930,1,1,3,1932,Downtown,Excellent,Yes,934747,Yes,43,High,Indoor
1447,2554,1,3,2,1930,Suburban,Poor,Yes,926122,No,0,None,None
1448,958,2,4,3,2022,Urban,Poor,Yes,145220,No,0,None,None
1449,707,3,1,2,1953,Suburban,Excellent,No,589677,No,0,None,None
1450,1399,1,2,2,1943,Downtown,Fair,No,141860,No,0,None,None
1451,3961,2,2,3,1933,Suburban,Excellent,No,733045,No,0,None,None
1452,3885,5,2,1,2013,Suburban,Fair,Yes,502436,Yes,42,Low,Outdoor
1453,521,1,1,1,1970,Downtown,Poor,No,994699,No,0,None,None
1454,909,1,2,3,2021,Downtown,Excellent,Yes,71797,Yes,30,Low,Indoor
1455,1394,2,4,3,2012,Urban,Good,No,948407,Yes,26,Low,Indoor
1456,1014,3,2,2,2017,Suburban,Fair,No,933601,Yes,31,Low,Indoor
1457,4609,1,2,3,1961,Rural,Good,No,820227,No,0,None,None
1458,2634,5,4,2,1922,Rural,Fair,No,640620,No,0,None,None
1459,4095,1,2,3,1945,Downtown,Excellent,Yes,810943,No,0,None,None
1460,3456,5,4,1,1955,Downtown,Good,Yes,274997,Yes,46,Medium,Indoor
1461,2060,4,2,1,1906,Suburban,Excellent,No,506123,Yes,24,Low,Indoor
1462,1766,4,4,3,2017,Downtown,Fair,Yes,450404,Yes,44,Medium,Outdoor
1463,2669,5,2,2,1988,Rural,Fair,Yes,335840,Yes,37,Low,Outdoor
1464,4138,3,4,1,1960,Urban,Fair,No,52024,Yes,16,Medium,Indoor
1465,1249,1,1,2,1902,Urban,Fair,Yes,479201,Yes,41,High,Outdoor
1466,3927,1,4,3,2022,Suburban,Poor,Yes,711944,No,0,None,None
1467,2427,4,2,3,1937,Urban,Fair,Yes,403142,No,0,None,None
1468,4304,5,2,1,1983,Downtown,Good,Yes,208116,No,0,None,None
1469,4202,1,3,3,1933,Downtown,Fair,No,831627,No,0,None,None
1470,2856,1,4,1,2012,Downtown,Excellent,No,317429,Yes,20,Low,Indoor
1471,2835,3,1,2,1943,Downtown,Poor,Yes,506331,Yes,19,Medium,Outdoor
1472,806,2,4,1,2007,Suburban,Good,No,843802,No,0,None,None
1473,4165,4,4,1,1929,Urban,Poor,No,67903,Yes,18,High,Indoor
1474,2489,4,1,2,1916,Rural,Poor,No,737859,No,0,None,None
1475,1161,2,4,1,1958,Urban,Poor,Yes,934336,No,0,None,None
1476,811,1,1,1,1909,Downtown,Excellent,Yes,859427,No,0,None,None
1477,3420,3,1,3,1998,Rural,Poor,No,417304,Yes,23,Low,Outdoor
1478,1582,3,4,2,1983,Suburban,Poor,No,478416,No,0,None,None
1479,3471,4,4,1,1917,Downtown,Fair,Yes,662665,No,0,None,None
1480,1254,3,2,2,1944,Downtown,Excellent,No,251474,No,0,None,None
1481,4630,2,2,2,2007,Rural,Good,Yes,456782,Yes,22,Low,Indoor
1482,852,1,3,1,1990,Suburban,Good,No,874254,Yes,34,Low,Indoor
1483,1402,2,3,3,1958,Rural,Good,Yes,419556,No,0,None,None
1484,4388,5,4,2,1961,Suburban,Excellent,Yes,887654,Yes,11,Medium,Outdoor
1485,658,4,1,1,1958,Downtown,Good,Yes,930520,Yes,44,Medium,Outdoor
1486,2477,3,3,2,1948,Urban,Excellent,Yes,543301,Yes,16,High,Indoor
1487,1456,5,4,3,1999,Downtown,Fair,No,402594,Yes,30,Medium,Outdoor
1488,2571,3,3,3,1962,Urban,Fair,Yes,493884,Yes,27,Medium,Indoor
1489,903,1,1,3,1986,Urban,Excellent,No,683654,Yes,12,Low,Outdoor
1490,3279,1,4,1,1931,Suburban,Good,Yes,422222,Yes,48,Low,Outdoor
1491,1887,1,1,1,1909,Rural,Excellent,Yes,638141,Yes,20,Low,Indoor
1492,3953,3,4,3,1910,Suburban,Excellent,No,235715,Yes,48,Low,Outdoor
1493,1455,5,3,1,2001,Downtown,Poor,No,960226,Yes,33,Low,Outdoor
1494,2212,1,2,3,1969,Rural,Excellent,No,203405,No,0,None,None
1495,1773,5,3,1,2022,Urban,Poor,Yes,459174,No,0,None,None
1496,4311,3,3,3,2004,Urban,Fair,Yes,626730,Yes,28,Low,Indoor
1497,3125,5,2,2,1961,Downtown,Poor,No,464170,No,0,None,None
1498,2882,3,2,3,1946,Rural,Excellent,Yes,280755,No,0,None,None
1499,1941,3,4,3,1933,Downtown,Fair,No,583963,Yes,13,Low,Outdoor
1500,3479,4,4,1,1999,Downtown,Poor,Yes,139590,Yes,35,High,Indoor
1501,2297,3,1,1,2000,Suburban,Excellent,Yes,420714,Yes,47,High,Indoor
1502,4890,3,1,1,1916,Downtown,Fair,Yes,343805,No,0,None,None
1503,4509,2,3,1,2003,Rural,Poor,No,638577,No,0,None,None
1504,1894,1,2,1,2003,Downtown,Excellent,Yes,67184,Yes,41,High,Indoor
1505,4781,4,1,1,1953,Rural,Excellent,No,884395,Yes,48,High,Indoor
1506,1769,4,3,2,1975,Urban,Good,No,731182,Yes,45,Low,Indoor
1507,4214,4,2,3,1984,Downtown,Good,Yes,505519,No,0,None,None
1508,1029,2,4,3,1939,Rural,Poor,No,257537,No,0,None,None
1509,4123,3,3,3,1918,Urban,Poor,No,841699,No,0,None,None
1510,3458,1,4,2,1966,Rural,Poor,Yes,233719,No,0,None,None
1511,3414,5,1,3,1981,Urban,Excellent,No,899246,Yes,49,High,Outdoor
1512,4091,3,1,2,1952,Suburban,Poor,No,872457,Yes,46,Low,Indoor
1513,2647,2,2,2,2014,Downtown,Excellent,Yes,171246,Yes,42,High,Indoor
1514,3869,3,3,2,1963,Downtown,Poor,Yes,389749,Yes,45,Medium,Outdoor
1515,1439,3,4,3,1982,Urban,Excellent,Yes,706341,No,0,None,None
1516,1025,2,2,2,1946,Suburban,Excellent,No,879868,No,0,None,None
1517,501,4,1,3,1905,Rural,Good,No,723832,Yes,12,High,Outdoor
1518,874,4,1,3,1915,Suburban,Fair,Yes,200408,Yes,18,High,Outdoor
1519,2840,1,3,1,1971,Rural,Excellent,No,730947,No,0,None,None
1520,4505,1,4,1,2011,Rural,Poor,Yes,913624,Yes,17,Low,Indoor
1521,3552,4,3,2,1917,Downtown,Good,Yes,287439,No,0,None,None
1522,2865,5,4,2,1951,Urban,Poor,Yes,957023,Yes,42,High,Indoor
1523,2025,3,4,3,1947,Downtown,Poor,No,396655,Yes,15,Medium,Indoor
1524,4976,5,3,2,1942,Downtown,Excellent,No,583953,Yes,48,Low,Outdoor
1525,2146,3,2,2,1938,Downtown,Excellent,Yes,732457,Yes,13,Low,Indoor
1526,513,4,3,3,1948,Rural,Fair,Yes,927709,Yes,22,High,Outdoor
1527,2778,1,3,2,2012,Downtown,Excellent,No,626762,Yes,11,Low,Indoor
1528,3655,1,1,2,1911,Rural,Excellent,Yes,777333,Yes,14,Low,Outdoor
1529,629,5,1,3,2008,Urban,Fair,No,468401,No,0,None,None
1530,4314,1,3,3,1909,Rural,Poor,Yes,125911,No,0,None,None
1531,3716,4,3,1,1970,Rural,Fair,Yes,142643,No,0,None,None
1532,3438,5,1,3,2009,Suburban,Fair,No,866916,No,0,None,None
1533,4428,3,4,1,1954,Downtown,Fair,No,309383,No,0,None,None
1534,2540,1,3,2,1900,Downtown,Good,No,413309,Yes,36,Low,Indoor
1535,527,2,2,3,1948,Downtown,Poor,No,226682,Yes,41,Low,Indoor
1536,2613,1,2,3,1935,Downtown,Good,No,756167,No,0,None,None
1537,1752,3,2,3,1920,Suburban,Good,Yes,862267,Yes,30,Low,Indoor
1538,4856,5,3,2,1936,Suburban,Excellent,Yes,800639,No,0,None,None
1539,2546,3,4,1,2015,Suburban,Fair,No,146453,No,0,None,None
1540,4523,2,4,2,1923,Suburban,Fair,No,628078,Yes,17,Low,Outdoor
1541,4896,4,1,2,1954,Downtown,Good,Yes,782320,Yes,47,Medium,Outdoor
1542,3874,1,3,3,1924,Rural,Excellent,Yes,846075,Yes,17,High,Indoor
1543,3966,5,4,1,1906,Urban,Excellent,No,387990,No,0,None,None
1544,3581,4,3,2,2005,Suburban,Excellent,No,462167,Yes,12,Medium,Indoor
1545,4278,3,1,3,1980,Rural,Poor,Yes,535320,No,0,None,None
1546,1129,5,1,2,1992,Suburban,Good,No,458449,No,0,None,None
1547,769,4,1,2,1993,Downtown,Poor,Yes,587488,No,0,None,None
1548,3139,5,2,3,1970,Downtown,Excellent,Yes,626563,Yes,12,Low,Indoor
1549,2493,2,3,3,1996,Rural,Excellent,No,519284,Yes,31,Low,Outdoor
1550,3391,2,1,1,1970,Rural,Excellent,Yes,925433,No,0,None,None
1551,3932,1,3,2,2021,Rural,Fair,Yes,726651,Yes,15,High,Indoor
1552,1780,1,2,3,1923,Downtown,Good,Yes,354592,Yes,11,Medium,Indoor
1553,2860,2,2,3,1910,Downtown,Fair,No,998084,Yes,32,High,Indoor
1554,1075,5,1,1,1972,Urban,Poor,Yes,665973,No,0,None,None
1555,1807,2,1,1,1911,Rural,Fair,No,464562,No,0,None,None
1556,3692,1,4,3,1934,Urban,Good,Yes,847051,Yes,11,Medium,Indoor
1557,3678,2,3,1,1962,Suburban,Fair,Yes,679742,No,0,None,None
1558,3234,2,1,3,1967,Urban,Excellent,Yes,576054,Yes,47,Low,Outdoor
1559,2712,5,4,2,1999,Suburban,Poor,Yes,839981,Yes,26,High,Outdoor
1560,2852,4,3,1,1991,Suburban,Poor,Yes,724053,Yes,44,High,Indoor
1561,4068,1,1,2,1956,Urban,Excellent,No,505235,Yes,43,Low,Indoor
1562,2155,5,4,2,1912,Rural,Excellent,No,540674,No,0,None,None
1563,2079,2,4,2,1922,Suburban,Excellent,Yes,830644,No,0,None,None
1564,2703,2,3,3,1982,Rural,Good,No,944370,No,0,None,None
1565,1890,4,4,2,2005,Downtown,Fair,No,964105,Yes,32,High,Outdoor
1566,2242,1,3,2,2000,Suburban,Poor,Yes,543496,Yes,39,Medium,Outdoor
1567,2425,1,3,2,1938,Downtown,Fair,No,884760,Yes,17,Medium,Indoor
1568,1119,3,3,3,1987,Urban,Excellent,No,520917,No,0,None,None
1569,1774,1,2,2,1979,Rural,Excellent,No,270172,Yes,31,Medium,Outdoor
1570,1456,4,4,2,1996,Urban,Fair,No,75301,No,0,None,None
1571,2439,3,3,1,1911,Suburban,Poor,Yes,619051,No,0,None,None
1572,4453,3,1,3,1933,Downtown,Good,No,201837,No,0,None,None
1573,2881,2,2,2,1970,Suburban,Fair,Yes,881219,No,0,None,None
1574,1468,2,2,1,1974,Urban,Excellent,Yes,957107,No,0,None,None
1575,1816,1,4,3,1930,Rural,Excellent,No,57425,No,0,None,None
1576,1543,3,3,3,1992,Rural,Good,Yes,325001,Yes,45,Medium,Outdoor
1577,781,2,4,3,1961,Suburban,Fair,No,233843,Yes,14,Low,Indoor
1578,3344,4,2,3,1912,Suburban,Good,Yes,405143,No,0,None,None
1579,1558,2,3,3,1930,Downtown,Good,No,465660,No,0,None,None
1580,4793,2,1,3,1901,Urban,Poor,No,833849,Yes,22,High,Outdoor
1581,3032,3,3,2,2002,Suburban,Poor,Yes,615745,No,0,None,None
1582,4328,3,2,2,1914,Downtown,Excellent,No,545496,No,0,None,None
1583,1508,5,1,2,1956,Suburban,Fair,No,785101,Yes,38,Medium,Outdoor
1584,1729,4,3,2,1974,Rural,Poor,No,443920,No,0,None,None
1585,1535,3,1,1,1933,Downtown,Excellent,No,579740,No,0,None,None
1586,775,1,1,2,2002,Downtown,Fair,Yes,161153,No,0,None,None
1587,3240,4,2,3,1967,Suburban,Excellent,Yes,875294,Yes,40,Low,Indoor
1588,2789,4,1,2,1974,Urban,Poor,Yes,242543,Yes,25,High,Indoor
1589,1739,3,4,2,1928,Rural,Excellent,No,529274,Yes,39,High,Outdoor
1590,625,4,2,3,1965,Urban,Fair,Yes,330444,No,0,None,None
1591,4565,3,4,2,1915,Downtown,Fair,No,977070,No,0,None,None
1592,4812,2,1,2,1938,Urban,Excellent,No,450717,Yes,25,Low,Indoor
1593,4368,5,4,2,1976,Downtown,Fair,No,51845,No,0,None,None
1594,1708,2,3,1,1936,Urban,Excellent,Yes,169342,No,0,None,None
1595,3749,3,1,2,1980,Suburban,Fair,Yes,875613,No,0,None,None
1596,1418,3,3,3,1920,Urban,Excellent,Yes,500479,No,0,None,None
1597,4423,2,4,3,1943,Downtown,Excellent,Yes,811654,No,0,None,None
1598,4903,1,3,2,2023,Rural,Excellent,No,813292,Yes,21,Low,Outdoor
1599,2469,1,1,2,1918,Rural,Good,Yes,768398,No,0,None,None
1600,3293,1,3,2,1970,Rural,Fair,Yes,298850,Yes,26,Medium,Indoor
1601,1391,3,4,3,2001,Downtown,Poor,Yes,788650,No,0,None,None
1602,4970,4,4,3,1907,Urban,Excellent,Yes,297688,Yes,25,High,Outdoor
1603,2533,3,4,1,1976,Rural,Good,No,608692,No,0,None,None
1604,1864,4,1,1,2000,Rural,Poor,Yes,596852,Yes,21,High,Indoor
1605,628,2,4,1,1965,Rural,Excellent,Yes,672186,No,0,None,None
1606,1514,5,1,3,1940,Suburban,Poor,Yes,330371,Yes,17,Low,Outdoor
1607,2299,4,3,1,1974,Downtown,Good,No,570919,No,0,None,None
1608,2018,1,4,2,1987,Downtown,Poor,Yes,145259,Yes,29,High,Outdoor
1609,4681,3,3,2,1969,Downtown,Excellent,Yes,174451,No,0,None,None
1610,1698,2,2,3,1960,Downtown,Poor,Yes,490691,Yes,12,Medium,Outdoor
1611,4373,1,3,1,1925,Downtown,Poor,No,67215,Yes,25,High,Indoor
1612,2974,2,2,2,1970,Suburban,Excellent,No,180577,No,0,None,None
1613,3985,5,3,3,2020,Urban,Good,Yes,832680,No,0,None,None
1614,4549,3,1,1,2002,Suburban,Good,Yes,121074,Yes,39,Low,Indoor
1615,4219,3,3,2,1982,Rural,Poor,No,989203,No,0,None,None
1616,802,5,1,1,1969,Suburban,Fair,No,682909,Yes,32,Low,Outdoor
1617,4452,3,1,3,2006,Downtown,Poor,No,979958,Yes,37,Medium,Outdoor
1618,1486,4,4,1,1928,Suburban,Fair,No,753577,Yes,49,Medium,Indoor
1619,2363,2,1,3,2006,Downtown,Poor,No,156759,No,0,None,None
1620,4940,1,2,1,2002,Suburban,Good,Yes,178471,Yes,14,High,Indoor
1621,3572,5,4,2,1965,Downtown,Poor,Yes,858143,Yes,29,High,Indoor
1622,3624,4,4,3,1918,Rural,Poor,Yes,458275,No,0,None,None
1623,1827,1,3,3,1967,Downtown,Fair,Yes,622686,No,0,None,None
1624,2908,1,1,3,1957,Suburban,Good,No,837718,No,0,None,None
1625,4173,5,1,1,1969,Rural,Fair,No,215369,No,0,None,None
1626,3791,4,2,1,2012,Suburban,Poor,No,682592,Yes,49,Low,Indoor
1627,4533,1,3,2,1956,Rural,Excellent,No,154959,Yes,10,Medium,Indoor
1628,1203,1,3,3,1936,Urban,Poor,No,289317,Yes,39,Medium,Indoor
1629,1074,4,4,3,1960,Urban,Poor,Yes,731845,Yes,30,Medium,Outdoor
1630,3732,3,4,1,1991,Urban,Fair,Yes,372111,No,0,None,None
1631,3132,1,4,1,1929,Suburban,Excellent,Yes,934235,Yes,29,High,Indoor
1632,4328,2,2,2,1970,Suburban,Excellent,Yes,179745,Yes,15,Medium,Outdoor
1633,3730,4,2,2,1972,Rural,Fair,Yes,104583,No,0,None,None
1634,988,1,4,1,1924,Rural,Good,No,698365,Yes,31,Low,Indoor
1635,1847,5,3,3,1996,Rural,Excellent,No,494846,Yes,27,Low,Indoor
1636,4181,2,2,2,1964,Rural,Excellent,No,161359,Yes,17,High,Outdoor
1637,3673,1,3,1,2014,Downtown,Fair,No,601374,Yes,48,High,Outdoor
1638,2167,2,3,1,1905,Urban,Good,No,721844,Yes,41,Medium,Indoor
1639,2137,2,1,3,1917,Downtown,Good,Yes,773983,Yes,42,High,Outdoor
1640,4614,3,4,1,1909,Downtown,Poor,Yes,678420,No,0,None,None
1641,4053,2,1,1,1991,Downtown,Poor,Yes,565329,No,0,None,None
1642,1500,3,4,2,1910,Downtown,Fair,No,109263,Yes,25,Low,Outdoor
1643,1350,4,4,1,1996,Urban,Good,No,724035,Yes,21,Medium,Outdoor
1644,1888,3,3,1,1964,Downtown,Fair,No,956587,No,0,None,None
1645,4212,5,4,2,1976,Rural,Poor,No,110664,Yes,47,Low,Outdoor
1646,1867,1,3,3,2000,Suburban,Fair,Yes,467896,Yes,43,Medium,Indoor
1647,1321,4,3,3,1983,Rural,Fair,No,984581,Yes,23,High,Outdoor
1648,954,4,4,2,1964,Suburban,Excellent,Yes,956906,No,0,None,None
1649,2124,5,3,2,1951,Rural,Excellent,No,389112,Yes,45,Medium,Indoor
1650,3272,3,3,3,1966,Rural,Excellent,Yes,970995,No,0,None,None
1651,4226,1,3,3,1981,Suburban,Poor,No,751486,Yes,42,Medium,Indoor
1652,3647,3,2,3,2004,Urban,Fair,No,817018,No,0,None,None
1653,4589,2,3,3,1977,Downtown,Excellent,Yes,446608,No,0,None,None
1654,2690,3,2,3,1930,Rural,Excellent,Yes,505473,Yes,32,Low,Indoor
1655,1416,4,2,2,1990,Urban,Excellent,No,117804,No,0,None,None
1656,4486,1,3,1,1916,Downtown,Poor,Yes,874832,Yes,11,Low,Indoor
1657,3375,3,3,3,1954,Urban,Poor,No,479767,No,0,None,None
1658,1940,1,2,3,2009,Urban,Fair,No,864520,Yes,30,Medium,Outdoor
1659,4900,1,2,1,1992,Downtown,Fair,Yes,261087,Yes,11,High,Outdoor
1660,1235,2,3,1,1935,Rural,Fair,No,992969,No,0,None,None
1661,4068,2,3,1,2000,Urban,Excellent,No,491371,Yes,36,High,Indoor
1662,3838,4,4,1,1925,Rural,Good,Yes,137893,Yes,18,Low,Indoor
1663,3515,5,2,1,1952,Rural,Poor,No,842401,No,0,None,None
1664,3389,1,2,1,1916,Rural,Excellent,No,58981,Yes,10,High,Indoor
1665,1461,5,4,2,1985,Downtown,Excellent,No,464248,Yes,20,Low,Indoor
1666,3489,4,2,1,1924,Suburban,Fair,No,366235,No,0,None,None
1667,4348,1,1,1,1901,Rural,Fair,Yes,157154,No,0,None,None
1668,1526,1,2,2,2018,Suburban,Excellent,Yes,336552,Yes,12,High,Outdoor
1669,4365,5,4,1,1985,Suburban,Poor,Yes,729601,Yes,32,Medium,Indoor
1670,3363,3,1,3,1904,Urban,Poor,No,884372,No,0,None,None
1671,3001,2,3,3,1903,Rural,Excellent,Yes,526154,No,0,None,None
1672,2447,3,4,1,1935,Rural,Good,Yes,756465,Yes,35,Low,Outdoor
1673,1677,5,4,2,1905,Rural,Good,Yes,242122,No,0,None,None
1674,511,2,3,3,2015,Suburban,Poor,No,53657,Yes,13,Low,Indoor
1675,4899,3,4,2,1920,Downtown,Fair,Yes,857662,Yes,27,Medium,Indoor
1676,3864,2,2,3,1976,Suburban,Good,Yes,986184,Yes,15,Low,Indoor
1677,3522,1,3,1,2017,Rural,Good,No,263766,Yes,44,High,Indoor
1678,3871,3,4,2,2000,Rural,Fair,No,659019,Yes,31,High,Outdoor
1679,3330,2,3,2,2018,Rural,Good,No,223412,No,0,None,None
1680,542,2,3,2,1988,Suburban,Excellent,No,741310,No,0,None,None
1681,1443,2,3,3,1925,Rural,Good,No,713227,No,0,None,None
1682,2890,3,1,3,1954,Urban,Fair,No,783902,No,0,None,None
1683,3045,4,4,3,1938,Rural,Excellent,Yes,54329,Yes,24,Low,Outdoor
1684,2911,3,1,1,1983,Downtown,Good,Yes,348009,Yes,31,High,Outdoor
1685,1504,5,4,3,1932,Urban,Poor,No,772300,Yes,46,Low,Indoor
1686,520,3,2,1,1913,Rural,Excellent,No,569897,Yes,21,Medium,Indoor
1687,906,2,2,2,1955,Urban,Excellent,Yes,87869,No,0,None,None
1688,1514,1,2,2,1999,Rural,Poor,No,247977,Yes,47,Low,Outdoor
1689,4931,3,4,1,1980,Downtown,Poor,No,956617,Yes,27,Medium,Outdoor
1690,2338,3,3,3,1920,Rural,Good,Yes,548185,No,0,None,None
1691,3688,2,3,1,1945,Urban,Good,No,133984,No,0,None,None
1692,1214,1,1,2,1915,Downtown,Fair,No,961604,No,0,None,None
1693,4646,1,1,2,2009,Suburban,Fair,Yes,151069,No,0,None,None
1694,4354,5,2,1,1915,Downtown,Excellent,Yes,298577,Yes,44,High,Indoor
1695,4919,3,1,3,2019,Downtown,Poor,Yes,926143,Yes,39,Medium,Indoor
1696,640,1,4,3,1983,Downtown,Poor,Yes,378396,No,0,None,None
1697,1463,1,4,1,1928,Urban,Fair,Yes,391530,Yes,33,High,Outdoor
1698,872,4,1,1,1991,Downtown,Excellent,No,168728,Yes,39,Low,Indoor
1699,4135,4,1,3,1907,Rural,Excellent,No,573846,Yes,23,High,Indoor
1700,3041,1,1,2,1987,Downtown,Fair,No,969215,No,0,None,None
1701,4110,5,1,1,1902,Downtown,Fair,No,75801,Yes,15,Low,Outdoor
1702,2192,1,2,3,1988,Rural,Fair,No,792647,No,0,None,None
1703,605,2,2,3,1918,Rural,Good,Yes,809925,Yes,12,Low,Indoor
1704,2181,3,1,2,1996,Suburban,Excellent,No,664997,Yes,25,Medium,Outdoor
1705,4597,5,4,2,1965,Downtown,Excellent,No,365414,Yes,16,Medium,Indoor
1706,4516,2,2,2,1978,Urban,Excellent,No,514838,No,0,None,None
1707,3136,5,4,2,1985,Downtown,Fair,No,891967,Yes,23,Medium,Outdoor
1708,2637,2,3,2,2023,Downtown,Fair,No,305560,No,0,None,None
1709,3916,3,4,1,1973,Rural,Fair,Yes,818026,No,0,None,None
1710,4945,3,1,3,1981,Suburban,Fair,No,782119,No,0,None,None
1711,4030,4,3,1,1921,Downtown,Poor,No,66220,Yes,18,Medium,Indoor
1712,1786,2,2,1,1945,Urban,Fair,No,325536,Yes,24,High,Outdoor
1713,3679,4,2,1,2012,Downtown,Good,No,528803,Yes,30,High,Outdoor
1714,4154,2,3,1,1990,Urban,Poor,No,445462,Yes,44,High,Outdoor
1715,2859,4,4,1,1912,Rural,Poor,No,332154,No,0,None,None
1716,944,3,2,2,1932,Suburban,Fair,Yes,176951,No,0,None,None
1717,535,5,1,2,1904,Downtown,Excellent,No,380502,No,0,None,None
1718,1975,4,3,3,1989,Suburban,Fair,Yes,533419,Yes,11,Low,Outdoor
1719,4457,2,1,1,1976,Downtown,Excellent,Yes,198306,No,0,None,None
1720,2298,2,3,3,1926,Urban,Fair,No,932622,Yes,36,High,Indoor
1721,2345,3,2,2,2020,Suburban,Fair,No,690083,No,0,None,None
1722,1908,2,4,2,1977,Downtown,Excellent,No,492667,Yes,11,High,Indoor
1723,2208,1,3,2,1923,Rural,Excellent,Yes,959222,Yes,44,High,Outdoor
1724,3438,5,3,1,1966,Urban,Excellent,No,175223,No,0,None,None
1725,1800,4,1,1,2010,Suburban,Excellent,No,572886,No,0,None,None
1726,1743,5,2,2,2014,Downtown,Good,No,649493,No,0,None,None
1727,4476,3,1,3,1962,Suburban,Excellent,Yes,465000,No,0,None,None
1728,3597,4,2,3,2012,Downtown,Fair,Yes,997176,Yes,27,Medium,Indoor
1729,509,4,1,2,1993,Urban,Fair,No,51082,No,0,None,None
1730,2925,1,3,3,1998,Rural,Good,Yes,454364,No,0,None,None
1731,2160,3,1,2,1947,Urban,Excellent,No,208566,No,0,None,None
1732,3131,2,4,3,1962,Suburban,Fair,Yes,911525,Yes,23,High,Indoor
